idccaa,gasoleo_a,gasolina_95,municipio,rotulo,low_cost
09,1.479,1.539,Abrera,NIEVES,TRUE
09,1.479,1.539,Abrera,GALP,FALSE
09,1.479,1.539,Abrera,HAM,TRUE
09,1.479,1.539,Abrera,BALTRAN S.A,TRUE
09,1.479,1.539,Abrera,TRANSPORTES SOLAZO,TRUE
09,1.479,1.539,Abrera,HAM,TRUE
09,1.479,1.539,Alella,AUTONETOIL,TRUE
09,1.479,1.539,Alella,BP ALELLA,TRUE
09,1.479,1.539,Ametlla del Vallès (L'),PETROLIS INDEPENDENTS - PETRO7,TRUE
09,1.479,1.539,Ametlla del Vallès (L'),PETROCAT,TRUE
09,1.479,1.539,Arenys de Mar,BP ARENYS DE MAR,TRUE
09,1.479,1.539,Arenys de Mar,PETROMARESWAGEN,TRUE
09,1.479,1.539,Arenys de Mar,P FUEL EXPRESS,TRUE
09,1.479,1.539,Arenys de Munt,REPSOL,FALSE
09,1.479,1.539,Argentona,PETROCAT,TRUE
09,1.479,1.539,Artés,MEROIL,TRUE
09,1.479,1.539,Avinyó,E.S.  AVINYÓ   -CEPSA-,TRUE
09,1.479,1.539,Badalona,REPSOL,FALSE
09,1.479,1.539,Badalona,EVOLUTION,TRUE
09,1.479,1.539,Badalona,FITOGAS,TRUE
09,1.479,1.539,Badalona,BP,FALSE
09,1.479,1.539,Badalona,REPSOL,FALSE
09,1.479,1.539,Badalona,LOWCOSTFUEL,TRUE
09,1.479,1.539,Badalona,CEPSA,FALSE
09,1.479,1.539,Badalona,CARREFOUR,TRUE
09,1.479,1.539,Badalona,REPSOL,FALSE
09,1.479,1.539,Badalona,TAMOIL,TRUE
09,1.479,1.539,Badalona,BONAREA,FALSE
09,1.479,1.539,Badalona,SHELL,FALSE
09,1.479,1.539,Badalona,ESCLATOIL,TRUE
09,1.479,1.539,Badalona,REPSOL,FALSE
09,1.479,1.539,Badalona,REPSOL,FALSE
09,1.479,1.539,Badalona,BP BADANOR,TRUE
09,1.479,1.539,Badalona,BP MONTIGALA,TRUE
09,1.479,1.539,Badia del Vallès,REPSOL,FALSE
09,1.479,1.539,Balenyà,ESTACIO DE SERVEIS BALENYA,TRUE
09,1.479,1.539,Balsareny,PETROBAGES S.L.,TRUE
09,1.479,1.539,Barberà del Vallès,REPSOL,FALSE
09,1.479,1.539,Barberà del Vallès,REPSOL,FALSE
09,1.479,1.539,Barberà del Vallès,BP SANTIGA,TRUE
09,1.479,1.539,Barberà del Vallès,BALLENOIL,TRUE
09,1.479,1.539,Barberà del Vallès,PETROLOWCOST,TRUE
09,1.479,1.539,Barcelona,NATURGY,TRUE
09,1.479,1.539,Barcelona,Q8,FALSE
09,1.479,1.539,Barcelona,CAMPSA,FALSE
09,1.479,1.539,Barcelona,SHELL VILLA OLIMPICA,TRUE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,BENZINERA POBLE NOU,TRUE
09,1.479,1.539,Barcelona,M AUTOMOCION,TRUE
09,1.479,1.539,Barcelona,BP ALMOGAVARES,TRUE
09,1.479,1.539,Barcelona,SHELL GLORIAS,TRUE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,B-OIL,TRUE
09,1.479,1.539,Barcelona,EVOLUTION,TRUE
09,1.479,1.539,Barcelona,GALP,FALSE
09,1.479,1.539,Barcelona,GALP,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,GALP,FALSE
09,1.479,1.539,Barcelona,PETROPRIX,TRUE
09,1.479,1.539,Barcelona,PETROMIRALLES,TRUE
09,1.479,1.539,Barcelona,GALP,FALSE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,GRATSA,TRUE
09,1.479,1.539,Barcelona,ESTACION SERVICIO UBACH SA,TRUE
09,1.479,1.539,Barcelona,SHELL,FALSE
09,1.479,1.539,Barcelona,CONFORT AUTO,TRUE
09,1.479,1.539,Barcelona,MOLGAS,TRUE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,GALP,FALSE
09,1.479,1.539,Barcelona,GALP,FALSE
09,1.479,1.539,Barcelona,HAM,TRUE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,ALSA,TRUE
09,1.479,1.539,Barcelona,GALP,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,NIEVES,TRUE
09,1.479,1.539,Barcelona,TORTUGA,TRUE
09,1.479,1.539,Barcelona,PETROPRIX,TRUE
09,1.479,1.539,Barcelona,GM FUEL STATIONS,TRUE
09,1.479,1.539,Barcelona,PETROZAL,TRUE
09,1.479,1.539,Barcelona,E.S.MOYANES,TRUE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,MEROIL,TRUE
09,1.479,1.539,Barcelona,BP DANI,TRUE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,RACC,TRUE
09,1.479,1.539,Barcelona,SHELL,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,GARDENOIL,TRUE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,MEROIL,TRUE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,GALP,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,GALP,FALSE
09,1.479,1.539,Barcelona,GARATGE HORTA,TRUE
09,1.479,1.539,Barcelona,GALP,FALSE
09,1.479,1.539,Barcelona,MEROIL,TRUE
09,1.479,1.539,Barcelona,GRATSA,TRUE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,CEPSA,FALSE
09,1.479,1.539,Barcelona,BP VIA FAVENCIA,TRUE
09,1.479,1.539,Barcelona,ESTACION DE SERVICIO FAVENCIA JULIA,TRUE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,PREMIUM ENERGY LA SAGRERA,TRUE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,PETROCAT DIRECTE,TRUE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,TAMOIL,TRUE
09,1.479,1.539,Barcelona,NATURGY,TRUE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,REPSOL,FALSE
09,1.479,1.539,Barcelona,BALLENOIL,TRUE
09,1.479,1.539,Barcelona,BP PEDRO IV,TRUE
09,1.479,1.539,Barcelona,TAMOIL,TRUE
09,1.479,1.539,Barcelona,PREMOIL,TRUE
09,1.479,1.539,Berga,PETRONOR,FALSE
09,1.479,1.539,Berga,CARREFOUR,TRUE
09,1.479,1.539,Berga,REPSOL,FALSE
09,1.479,1.539,Berga,BP OIL,TRUE
09,1.479,1.539,Berga,BALLUS BAIX COST,TRUE
09,1.479,1.539,Bigues i Riells,ESTACIO SERVEI BIGUES I RIELLS,TRUE
09,1.479,1.539,Bruc (El),REPSOL,FALSE
09,1.479,1.539,Bruc (El),REPSOL,FALSE
09,1.479,1.539,Bruc (El),GALP,FALSE
09,1.479,1.539,Cabrera de Mar,CARREFOUR,TRUE
09,1.479,1.539,Cabrera de Mar,REPSOL,FALSE
09,1.479,1.539,Cabrera de Mar,REPSOL,FALSE
09,1.479,1.539,Cabrera de Mar,REPSOL,FALSE
09,1.479,1.539,Cabrera de Mar,ESCLATOIL,TRUE
09,1.479,1.539,Cabrils,SHELL,FALSE
09,1.479,1.539,Cabrils,SORLIGO,TRUE
09,1.479,1.539,Calaf,BONAREA,FALSE
09,1.479,1.539,Calaf,(SIN RÓTULO),TRUE
09,1.479,1.539,Calders,HAFESA OIL!,TRUE
09,1.479,1.539,Caldes de Montbui,REPSOL,FALSE
09,1.479,1.539,Caldes de Montbui,REPSOL,FALSE
09,1.479,1.539,Caldes de Montbui,U.S. CALDES - GAS-OILS ROVIRA-,TRUE
09,1.479,1.539,Caldes de Montbui,GASUIR,TRUE
09,1.479,1.539,Calella,REPSOL,FALSE
09,1.479,1.539,Calldetenes,REPSOL,FALSE
09,1.479,1.539,Canet de Mar,REPSOL,FALSE
09,1.479,1.539,Canet de Mar,STAR PETROLEUM,TRUE
09,1.479,1.539,Canet de Mar,TAMOIL,TRUE
09,1.479,1.539,Canovelles,REPSOL,FALSE
09,1.479,1.539,Canovelles,MEROIL,TRUE
09,1.479,1.539,Canovelles,PETRO VALLES,TRUE
09,1.479,1.539,Canyelles,SPAROIL,TRUE
09,1.479,1.539,Cardedeu,BP CARDEDEU,TRUE
09,1.479,1.539,Cardedeu,REPSOL,FALSE
09,1.479,1.539,Cardedeu,REPSOL,FALSE
09,1.479,1.539,Cardedeu,CARREFOUR,TRUE
09,1.479,1.539,Cardona,AVANTI,TRUE
09,1.479,1.539,Cardona,VILALTA,TRUE
09,1.479,1.539,Cardona,GRUSVIP,TRUE
09,1.479,1.539,Castellar del Vallès,PETROPRIX,TRUE
09,1.479,1.539,Castellar del Vallès,REPSOL,FALSE
09,1.479,1.539,Castellar del Vallès,REPSOL,FALSE
09,1.479,1.539,Castellar del Vallès,BP TRUYOLS,TRUE
09,1.479,1.539,Castellar del Vallès,BP,FALSE
09,1.479,1.539,Castellar del Vallès,NUROIL,TRUE
09,1.479,1.539,Castellar del Vallès,PETROEIGHT,TRUE
09,1.479,1.539,Castellar del Vallès,SHELL,FALSE
09,1.479,1.539,Castellbell i el Vilar,REPSOL,FALSE
09,1.479,1.539,Castellbell i el Vilar,REPSOL,FALSE
09,1.479,1.539,Castellbisbal,"PARKING SERVICE CASTELLBISBAL, SA",TRUE
09,1.479,1.539,Castellbisbal,BENZINERA CASTELLBISBAL,TRUE
09,1.479,1.539,Castellbisbal,ESCLATOIL,TRUE
09,1.479,1.539,Castellbisbal,CEPSA,FALSE
09,1.479,1.539,Castellbisbal,GALP,FALSE
09,1.479,1.539,Castellbisbal,CEPSA,FALSE
09,1.479,1.539,Castellbisbal,CONFORT AUTO,TRUE
09,1.479,1.539,Castellbisbal,FERCAM,TRUE
09,1.479,1.539,Castelldefels,GALP,FALSE
09,1.479,1.539,Castelldefels,BP GASFELS,TRUE
09,1.479,1.539,Castelldefels,CEPSA,FALSE
09,1.479,1.539,Castelldefels,CEPSA,FALSE
09,1.479,1.539,Castelldefels,PREMIUM ENERGY CASTELLDEFELS,TRUE
09,1.479,1.539,Castelldefels,REPSOL,FALSE
09,1.479,1.539,Castelldefels,BALLENOIL,TRUE
09,1.479,1.539,Castelldefels,CARREFOUR,TRUE
09,1.479,1.539,Castellet i la Gornal,CEPSA,FALSE
09,1.479,1.539,Castellterçol,PORBOL,TRUE
09,1.479,1.539,Centelles,PETROLIS INDEPENDENTS,TRUE
09,1.479,1.539,Centelles,ESTACIÓ DE SERVEIS CENTELLES,TRUE
09,1.479,1.539,Cercs,PETROMIRALLES,TRUE
09,1.479,1.539,Cercs,PETROMIRALLES,TRUE
09,1.479,1.539,Cerdanyola del Vallès,ESCLATOIL,TRUE
09,1.479,1.539,Cerdanyola del Vallès,NUROIL,TRUE
09,1.479,1.539,Cerdanyola del Vallès,NUROIL,TRUE
09,1.479,1.539,Cerdanyola del Vallès,REPSOL,FALSE
09,1.479,1.539,Cerdanyola del Vallès,BP AP7 BELLATERRA (MD),TRUE
09,1.479,1.539,Cerdanyola del Vallès,BP AP7 BELLATERRA (MI),TRUE
09,1.479,1.539,Cerdanyola del Vallès,CEPSA,FALSE
09,1.479,1.539,Cerdanyola del Vallès,CEPSA,FALSE
09,1.479,1.539,Cerdanyola del Vallès,PETROPRIX,TRUE
09,1.479,1.539,Cerdanyola del Vallès,BALLENOIL,TRUE
09,1.479,1.539,Cervelló,REPSOL,FALSE
09,1.479,1.539,Collbató,NIEVES,TRUE
09,1.479,1.539,Collbató,ESCLATOIL,TRUE
09,1.479,1.539,Cornellà de Llobregat,REPSOL,FALSE
09,1.479,1.539,Cornellà de Llobregat,REPSOL,FALSE
09,1.479,1.539,Cornellà de Llobregat,CEPSA,FALSE
09,1.479,1.539,Cornellà de Llobregat,GALP,FALSE
09,1.479,1.539,Cornellà de Llobregat,GALP,FALSE
09,1.479,1.539,Cornellà de Llobregat,MEROIL,TRUE
09,1.479,1.539,Cornellà de Llobregat,CEPSA,FALSE
09,1.479,1.539,Cornellà de Llobregat,CEPSA,FALSE
09,1.479,1.539,Cornellà de Llobregat,PETROPASS,TRUE
09,1.479,1.539,Cornellà de Llobregat,BALLENOIL,TRUE
09,1.479,1.539,Cornellà de Llobregat,HAM,TRUE
09,1.479,1.539,Cornellà de Llobregat,PETROPASS,TRUE
09,1.479,1.539,Cubelles,REPSOL,FALSE
09,1.479,1.539,Cubelles,CARREFOUR,TRUE
09,1.479,1.539,Cubelles,GALP,FALSE
09,1.479,1.539,Cubelles,BP CUBELLES,TRUE
09,1.479,1.539,Cubelles,REPSOL,FALSE
09,1.479,1.539,Cubelles,REPSOL,FALSE
09,1.479,1.539,Cubelles,REPSOL,FALSE
09,1.479,1.539,Dosrius,PETROLOGIC OIL,TRUE
09,1.479,1.539,Esparreguera,REPSOL,FALSE
09,1.479,1.539,Esparreguera,BP PARADA LA CREU,TRUE
09,1.479,1.539,Esparreguera,NIEVES,TRUE
09,1.479,1.539,Esparreguera,NIEVES,TRUE
09,1.479,1.539,Esparreguera,ANEU OIL,TRUE
09,1.479,1.539,Esplugues de Llobregat,ES PARKING DEL BAIX LLOBREGAT,TRUE
09,1.479,1.539,Esplugues de Llobregat,OIL PRIX,TRUE
09,1.479,1.539,Esplugues de Llobregat,GALP,FALSE
09,1.479,1.539,Esplugues de Llobregat,OIL PRIX,TRUE
09,1.479,1.539,Fogars de la Selva,CEPSA,FALSE
09,1.479,1.539,Franqueses del Vallès (Les),XPO TRANSPORT SOLUTIONS SPAIN SL,TRUE
09,1.479,1.539,Franqueses del Vallès (Les),GALP,FALSE
09,1.479,1.539,Franqueses del Vallès (Les),REPSOL,FALSE
09,1.479,1.539,Franqueses del Vallès (Les),PETROLIS INDEPENDENTS - PETRO7,TRUE
09,1.479,1.539,Franqueses del Vallès (Les),GASUIR,TRUE
09,1.479,1.539,Franqueses del Vallès (Les),TOTAL,TRUE
09,1.479,1.539,Garriga (La),REPSOL,FALSE
09,1.479,1.539,Garriga (La),REPSOL,FALSE
09,1.479,1.539,Garriga (La),GASUIR,TRUE
09,1.479,1.539,Garriga (La),SHELL,FALSE
09,1.479,1.539,Garriga (La),GASOIL 3B,TRUE
09,1.479,1.539,Garriga (La),BENZINERA LA GARRIGA,TRUE
09,1.479,1.539,Gavà,Q8,FALSE
09,1.479,1.539,Gavà,REPSOL,FALSE
09,1.479,1.539,Gavà,BP LA BOBILA,TRUE
09,1.479,1.539,Gavà,REPSOL,FALSE
09,1.479,1.539,Gavà,REPSOL,FALSE
09,1.479,1.539,Gavà,PETROCAT,TRUE
09,1.479,1.539,Gavà,PETROCAT,TRUE
09,1.479,1.539,Gavà,CEPSA,FALSE
09,1.479,1.539,Gavà,BONAREA,FALSE
09,1.479,1.539,Gavà,CAMPSA EXPRESS,TRUE
09,1.479,1.539,Gelida,E.S.GELIDA,TRUE
09,1.479,1.539,Gelida,CACENCA,TRUE
09,1.479,1.539,Gironella,REPSOL,FALSE
09,1.479,1.539,Granada (La),REPSOL,FALSE
09,1.479,1.539,Granada (La),REPSOL,FALSE
09,1.479,1.539,Granollers,Q8,FALSE
09,1.479,1.539,Granollers,GALP,FALSE
09,1.479,1.539,Granollers,CARREFOUR,TRUE
09,1.479,1.539,Granollers,OILPRIX,TRUE
09,1.479,1.539,Granollers,MEROIL,TRUE
09,1.479,1.539,Granollers,SHELL,FALSE
09,1.479,1.539,Granollers,A.O. LOW COST,TRUE
09,1.479,1.539,Granollers,BENZINERA GRANOLLERS,TRUE
09,1.479,1.539,Granollers,PETROPRIX,TRUE
09,1.479,1.539,Granollers,BENZOIL,TRUE
09,1.479,1.539,Granollers,REPSOL,FALSE
09,1.479,1.539,Granollers,AUTONET&OIL,TRUE
09,1.479,1.539,Granollers,1PRIMER,TRUE
09,1.479,1.539,Granollers,SORLIGO,TRUE
09,1.479,1.539,Gualba,BP GUALBA,TRUE
09,1.479,1.539,Guardiola de Berguedà,"ESTACIÓ SERRA CADI, S.L.",TRUE
09,1.479,1.539,Gurb,CEPSA,FALSE
09,1.479,1.539,Gurb,CEPSA,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),BP,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),REPSOL,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),Q8,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),TAMOIL,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),EVOLUTION,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),NEVADA ENERGIA,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),CEPSA,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),OILPRIX,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),BP,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),REPSOL,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),BONAREA,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),ESTACIO SERVEI CAN BUXERES,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),PETROLIS COLLBLANC,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),GALP,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),REPSOL,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),PETROCAT DIRECTE,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),TAMOIL,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),REPSOL FORTUNA,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),PORTUARIOS SERVICIOS,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),ECOBENZ,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),REPSOL,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),CEPSA,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),NATURGY,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),Q8,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),GALP,FALSE
09,1.479,1.539,Hospitalet de Llobregat (L'),PETRO G24,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),BALLENOIL,TRUE
09,1.479,1.539,Hospitalet de Llobregat (L'),GALP,FALSE
09,1.479,1.539,Igualada,REPSOL,FALSE
09,1.479,1.539,Igualada,"MEROIL, S.L.",TRUE
09,1.479,1.539,Igualada,REPSOL,FALSE
09,1.479,1.539,Igualada,REPSOL,FALSE
09,1.479,1.539,Igualada,PETRONOR,FALSE
09,1.479,1.539,Igualada,MESTRANS,TRUE
09,1.479,1.539,Igualada,BY ENERGY,TRUE
09,1.479,1.539,Igualada,MEROIL (FER PREU JUST),TRUE
09,1.479,1.539,Igualada,HAM IGUALADA,TRUE
09,1.479,1.539,Igualada,PETROMIRALLES,TRUE
09,1.479,1.539,Igualada,PETROMIRALLES,TRUE
09,1.479,1.539,Igualada,ESCLATOIL,TRUE
09,1.479,1.539,Igualada,CARREFOUR,TRUE
09,1.479,1.539,Igualada,FER PREU JUST,TRUE
09,1.479,1.539,Jorba,REPSOL,FALSE
09,1.479,1.539,Jorba,REPSOL,FALSE
09,1.479,1.539,Jorba,BONAREA,FALSE
09,1.479,1.539,Llagosta (La),NUROIL,TRUE
09,1.479,1.539,Lliçà d'Amunt,CEPSA,FALSE
09,1.479,1.539,Lliçà d'Amunt,ESCLATOIL,TRUE
09,1.479,1.539,Lliçà d'Amunt,GASUIR,TRUE
09,1.479,1.539,Lliçà d'Amunt,GASUIR,TRUE
09,1.479,1.539,Lliçà d'Amunt,GASUIR,TRUE
09,1.479,1.539,Lliçà de Vall,REPSOL,FALSE
09,1.479,1.539,Lliçà de Vall,VILACARBURANTS,TRUE
09,1.479,1.539,Lliçà de Vall,REPSOL,FALSE
09,1.479,1.539,Lliçà de Vall,EASYGAS,TRUE
09,1.479,1.539,Llinars del Vallès,ESTACIO SERVEI LLINARS,TRUE
09,1.479,1.539,Llinars del Vallès,GALP,FALSE
09,1.479,1.539,Llinars del Vallès,GALP,FALSE
09,1.479,1.539,Malgrat de Mar,CEPSA,FALSE
09,1.479,1.539,Malgrat de Mar,CEPSA,FALSE
09,1.479,1.539,Malgrat de Mar,CEPSA,FALSE
09,1.479,1.539,Malgrat de Mar,COOPERATIVA MALGRAT,TRUE
09,1.479,1.539,Malla,ESCLATOIL,TRUE
09,1.479,1.539,Manlleu,ESCLATOIL,TRUE
09,1.479,1.539,Manlleu,FEIXAS AULET,TRUE
09,1.479,1.539,Manresa,BONAREA,FALSE
09,1.479,1.539,Manresa,REPSOL,FALSE
09,1.479,1.539,Manresa,REPSOL,FALSE
09,1.479,1.539,Manresa,BP OIL,TRUE
09,1.479,1.539,Manresa,CEPSA,FALSE
09,1.479,1.539,Manresa,CEPSA,FALSE
09,1.479,1.539,Manresa,BP BUFALVENT,TRUE
09,1.479,1.539,Manresa,GALP,FALSE
09,1.479,1.539,Manresa,PETROCAT,TRUE
09,1.479,1.539,Manresa,REPSOL,FALSE
09,1.479,1.539,Manresa,REPSOL,FALSE
09,1.479,1.539,Manresa,AVIA,FALSE
09,1.479,1.539,Manresa,PETROMIRALLES,TRUE
09,1.479,1.539,Manresa,GM OIL,TRUE
09,1.479,1.539,Manresa,U.S. MANRESA -GAS-OILS ROVIRA-,TRUE
09,1.479,1.539,Manresa,PETROSET,TRUE
09,1.479,1.539,Manresa,ESCLATOIL,TRUE
09,1.479,1.539,Manresa,REPSOL BUTANO,TRUE
09,1.479,1.539,Martorell,CARREFOUR,TRUE
09,1.479,1.539,Martorell,PETRONOR,FALSE
09,1.479,1.539,Martorell,CEPSA,FALSE
09,1.479,1.539,Martorell,REPSOL,FALSE
09,1.479,1.539,Martorell,NIEVES,TRUE
09,1.479,1.539,Masies de Voltregà (Les),GALP,FALSE
09,1.479,1.539,Masies de Voltregà (Les),PETROVOLTREGÀ,TRUE
09,1.479,1.539,Masnou (El),REPSOL,FALSE
09,1.479,1.539,Masnou (El),MEROIL,TRUE
09,1.479,1.539,Masnou (El),Q8,FALSE
09,1.479,1.539,Masquefa,PEDROSA CENTER,TRUE
09,1.479,1.539,Masquefa,BONAREA,FALSE
09,1.479,1.539,Mataró,GM OIL,TRUE
09,1.479,1.539,Mataró,BP ESTACION SERVICIO MATARO,TRUE
09,1.479,1.539,Mataró,MATARO,TRUE
09,1.479,1.539,Mataró,REPSOL,FALSE
09,1.479,1.539,Mataró,CEPSA,FALSE
09,1.479,1.539,Mataró,PENINSULA QUALITY PRODUCT,TRUE
09,1.479,1.539,Mataró,CEPSA,FALSE
09,1.479,1.539,Mataró,REPSOL,FALSE
09,1.479,1.539,Mataró,"NATURGY IBERIA, S.L.",TRUE
09,1.479,1.539,Mataró,Q8,FALSE
09,1.479,1.539,Mataró,AUTONETOIL,TRUE
09,1.479,1.539,Mataró,BALLENOIL,TRUE
09,1.479,1.539,Mataró,SHELL,FALSE
09,1.479,1.539,Mataró,REPSOL,FALSE
09,1.479,1.539,Mataró,REPSOL,FALSE
09,1.479,1.539,Mataró,ALCAMPO,TRUE
09,1.479,1.539,Mataró,BALLENOIL,TRUE
09,1.479,1.539,Mataró,CENTRE ENERGIA MARESME,TRUE
09,1.479,1.539,Mataró,GALP,FALSE
09,1.479,1.539,Moià,BONAREA,FALSE
09,1.479,1.539,Moià,SERVIAUTO ECOLOGIC,TRUE
09,1.479,1.539,Moià,CEPSA,FALSE
09,1.479,1.539,Moià,AREA DIESEL,TRUE
09,1.479,1.539,Molins de Rei,GALP,FALSE
09,1.479,1.539,Molins de Rei,PETROLIS DE BARCELONA,TRUE
09,1.479,1.539,Molins de Rei,OILPRIX,TRUE
09,1.479,1.539,Molins de Rei,REPSOL,FALSE
09,1.479,1.539,Molins de Rei,SHELL,FALSE
09,1.479,1.539,Molins de Rei,REPSOL,FALSE
09,1.479,1.539,Molins de Rei,AUTONETOIL,TRUE
09,1.479,1.539,Molins de Rei,AUTONETOIL,TRUE
09,1.479,1.539,Mollet del Vallès,GOOD PRICE PALAU,TRUE
09,1.479,1.539,Mollet del Vallès,ESCLATOIL,TRUE
09,1.479,1.539,Mollet del Vallès,CEPSA,FALSE
09,1.479,1.539,Mollet del Vallès,Q8,FALSE
09,1.479,1.539,Mollet del Vallès,REPSOL,FALSE
09,1.479,1.539,Mollet del Vallès,REPSOL,FALSE
09,1.479,1.539,Mollet del Vallès,OILPRIX,TRUE
09,1.479,1.539,Monistrol de Montserrat,REPSOL,FALSE
09,1.479,1.539,Montcada i Reixac,CEPSA,FALSE
09,1.479,1.539,Montcada i Reixac,REPSOL,FALSE
09,1.479,1.539,Montcada i Reixac,REPSOL,FALSE
09,1.479,1.539,Montcada i Reixac,REPSOL,FALSE
09,1.479,1.539,Montcada i Reixac,REPSOL,FALSE
09,1.479,1.539,Montcada i Reixac,CEPSA,FALSE
09,1.479,1.539,Montcada i Reixac,GM OIL,TRUE
09,1.479,1.539,Montcada i Reixac,PETROLOWCOST,TRUE
09,1.479,1.539,Montcada i Reixac,CONDIS,TRUE
09,1.479,1.539,Montcada i Reixac,COUSO,TRUE
09,1.479,1.539,Montcada i Reixac,REPSOL,FALSE
09,1.479,1.539,Montcada i Reixac,BP PORTAL DEL VALLES DCHA.,TRUE
09,1.479,1.539,Montcada i Reixac,BP PORTAL DEL VALLES IZDA.,TRUE
09,1.479,1.539,Montgat,BP MONTGAT,TRUE
09,1.479,1.539,Montmaneu,LA PANADELLA,TRUE
09,1.479,1.539,Montmaneu,LA PANADELLA,TRUE
09,1.479,1.539,Montmeló,CAMPSA EXPRESS,TRUE
09,1.479,1.539,Montmeló,BALLENOIL,TRUE
09,1.479,1.539,Montornès del Vallès,NUROIL,TRUE
09,1.479,1.539,Montornès del Vallès,EL SURTIDOR,TRUE
09,1.479,1.539,Montornès del Vallès,REPSOL,FALSE
09,1.479,1.539,Montseny,BLANCA,TRUE
09,1.479,1.539,Navarcles,PETRO7,TRUE
09,1.479,1.539,Navàs,PETROCAT,TRUE
09,1.479,1.539,Òdena,PETRONOR,FALSE
09,1.479,1.539,Òdena,BONAREA,FALSE
09,1.479,1.539,Olèrdola,LACICAR,TRUE
09,1.479,1.539,Olèrdola,CARREFOUR,TRUE
09,1.479,1.539,Olèrdola,PETROCAT DIRECTE,TRUE
09,1.479,1.539,Olèrdola,PETROCAT DIRECTE,TRUE
09,1.479,1.539,Olèrdola,Q8,FALSE
09,1.479,1.539,Olesa de Montserrat,REPSOL,FALSE
